genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.25		VBIEscCol309924_0025		27470	27964	+	495		Putative heme iron utilization protein	FIG00132844	PLF_561_00004223	PGF_00041275			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.26		VBIEscCol309924_0026		27964	28587	+	624		Flavin reductase (EC 1.5.1.30)	FIG00138908	PLF_561_00004221	PGF_00005673		1.5.1.30|Flavin reductase (NADPH)	00740|Riboflavin metabolism
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.27		VBIEscCol309924_0027		28672	29628	+	957		Hemin ABC transporter, permease protein	FIG00894640	PLF_561_00004208	PGF_07808892			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.28		VBIEscCol309924_0028		29625	30395	+	771		ABC-type hemin transport system, ATPase component	FIG00020306	PLF_561_00004207	PGF_07402355			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.29		VBIEscCol309924_0029		30447	31022	-	576		Putative magnesium transporter YhiD	FIG00007410	PLF_561_00000460	PGF_02909040			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.30		VBIEscCol309924_0030		31158	31496	-	339		Chaperone HdeB	FIG00006358	PLF_561_00003010	PGF_00417423			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.31		VBIEscCol309924_0031		31600	31932	-	333		Chaperone HdeA	FIG00006742	PLF_561_00003031	PGF_00417422			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.32		VBIEscCol309924_0032		32187	32759	+	573		Membrane transporter HdeD, H-NS repressed	FIG00006237	PLF_561_00003174	PGF_00020118			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.33		VBIEscCol309924_0033		33558	34085	+	528		Transcriptional activator GadE	FIG00006380	PLF_561_00003078	PGF_00057508			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.34		VBIEscCol309924_0034		34402	34518	-	117		hypothetical protein	FIG00637886	PLF_561_00003574	PGF_00281580			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.35		VBIEscCol309924_0035		34517	35581	+	1065		Multidrug efflux system MdtEF-TolC, membrane fusion component MdtE	FIG01304998	PLF_561_00003183	PGF_00023215			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.36		VBIEscCol309924_0036		35606	38719	+	3114		Multidrug efflux system MdtEF-TolC, inner-membrane proton/drug antiporter MdtF (RND type)	FIG00034851	PLF_561_00002650	PGF_00023216			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.37		VBIEscCol309924_0037		39082	39810	-	729		Transcriptional regulator GadW, AraC family	FIG01307746	PLF_561_00002938	PGF_00058564			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.38		VBIEscCol309924_0038		40179	41003	-	825		Transcriptional regulator GadX, AraC family	FIG01314222	PLF_561_00002849	PGF_00058565			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.39		VBIEscCol309924_0039		41371	42771	-	1401		Glutamate decarboxylase (EC 4.1.1.15)	FIG01376814	PLF_561_00000032	PGF_00008094		4.1.1.15|Glutamate decarboxylase	00250|Alanine, aspartate and glutamate metabolism;00410|beta-Alanine metabolism;00430|Taurine and hypotaurine metabolism;00650|Butanoate metabolism
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.40		VBIEscCol309924_0040		42982	44379	-	1398		Cytochrome c551 peroxidase (EC 1.11.1.5)	FIG00007881	PLF_561_00003011	PGF_00420549		1.11.1.5|Cytochrome-c peroxidase	
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.41		VBIEscCol309924_0041		44560	44679	+	120		hypothetical protein		PLF_561_00057899	PGF_10531449			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.42		VBIEscCol309924_0042		44784	46433	+	1650		Trehalase (EC 3.2.1.28) @ Cytoplasmic trehalase (EC 3.2.1.28)		PLF_561_00001675	PGF_01756427	GO:0004555|alpha,alpha-trehalase activity	3.2.1.28|Alpha,alpha-trehalase	00500|Starch and sucrose metabolism
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.43		VBIEscCol309924_0043		46484	47086	-	603		Uncharacterized transcriptional regulator YhjB, LuxR family	FIG01046008	PLF_561_00065653	PGF_01574872			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.44		VBIEscCol309924_0044		47266	47379	-	114		hypothetical protein		PLF_561_00007613	PGF_01650629			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.45		VBIEscCol309924_0045		47534	48505	+	972		Transcriptional regulator YhjC, LysR family	FIG00006279	PLF_561_00002576	PGF_00017861			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.46		VBIEscCol309924_0046		48554	49567	+	1014		Inner membrane protein YhjD	FIG00004371	PLF_561_00000631	PGF_05626125			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.47		VBIEscCol309924_0047		49960	51282	+	1323		Uncharacterized MFS-type transporter YhjE	FIG00004275	PLF_561_00000749	PGF_00474012			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.48		VBIEscCol309924_0048		51461	53521	-	2061		Uncharacterized protein YhjG	FIG00004689	PLF_561_00000606	PGF_06682365			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.49		VBIEscCol309924_0049		53591	54205	-	615		c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeH	FIG00004309	PLF_561_00000682	PGF_00006910	GO:0071111|cyclic-guanylate-specific phosphodiesterase activity	3.1.4.52|Cyclic-guanylate-specific phosphodiesterase	
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.50		VBIEscCol309924_0050		54590	55519	+	930		2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	FIG00133209	PLF_561_00002054	PGF_05097244	GO:0008673|2-dehydro-3-deoxygluconokinase activity	2.7.1.45|2-dehydro-3-deoxygluconokinase	00030|Pentose phosphate pathway;00040|Pentose and glucuronate interconversions
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.51		VBIEscCol309924_0051		55615	57111	-	1497		Protein YhjJ, putative peptidase	FIG00004001	PLF_561_00000615	PGF_00037991			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.52		VBIEscCol309924_0052		57331	58479	-	1149		Na+/H+-dicarboxylate symporter	FIG00029322	PLF_561_00001332	PGF_06852796			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.53		VBIEscCol309924_0053		58543	58719	+	177		hypothetical protein	FIG00638284	PLF_561_00003310	PGF_12728372			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.54		VBIEscCol309924_0054		58800	60749	-	1950		c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeK	FIG00731780	PLF_561_00001463	PGF_00038758	GO:0071111|cyclic-guanylate-specific phosphodiesterase activity	3.1.4.52|Cyclic-guanylate-specific phosphodiesterase	
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.55		VBIEscCol309924_0055		60870	64343	-	3474		Cellulose synthase operon protein C	FIG00553290	PLF_561_00000134	PGF_05341679			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.56		VBIEscCol309924_0056		64325	65401	-	1077		beta-1,4-glucanase (cellulase) (EC 3.2.1.4)	FIG00904482	PLF_561_00002698	PGF_00424307	GO:0008810|cellulase activity	3.2.1.4|Cellulase	00500|Starch and sucrose metabolism
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.57		VBIEscCol309924_0057		65438	67777	-	2340		Cyclic di-GMP-binding protein BcsB	FIG00905655	PLF_561_00000343	PGF_07057198			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.58		VBIEscCol309924_0058		67788	70406	-	2619		Cellulose synthase catalytic subunit [UDP-forming] (EC 2.4.1.12)	FIG00905140	PLF_561_00000146	PGF_00417366		2.4.1.12|Cellulose synthase (UDP-forming)	00500|Starch and sucrose metabolism
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.59		VBIEscCol309924_0059		70403	71155	-	753		Cellulose biosynthesis protein BcsQ	FIG00905263	PLF_561_00000103	PGF_02806429			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.60		VBIEscCol309924_0060		71167	71355	-	189		Putative cytoplasmic protein YhjR	FIG01309112	PLF_561_00003397	PGF_03934077			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.61		VBIEscCol309924_0061		71640	73199	+	1560		Cellulose biosynthesis protein BcsE	FIG00453879	PLF_561_00000386	PGF_00426539			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.62		VBIEscCol309924_0062		73196	73387	+	192		Cellulose biosynthesis protein BcsF	FIG01317501	PLF_561_00003336	PGF_01542386			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.63		VBIEscCol309924_0063		73384	75063	+	1680		Cellulose biosynthesis protein BcsG	FIG00904572	PLF_561_00000233	PGF_00425775			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.64		VBIEscCol309924_0064		75149	75316	-	168		Small inner membrane protein, YmgF family	FIG00638231	PLF_561_00000046	PGF_00053075			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.65		VBIEscCol309924_0065		75496	75627	+	132		hypothetical protein		PLF_561_00004564	PGF_00722384			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.66		VBIEscCol309924_0066		75632	75799	-	168		Small inner membrane protein, YmgF family		PLF_561_00000046	PGF_00053075			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.67		VBIEscCol309924_0067		75814	75984	+	171		hypothetical protein	FIG01306568	PLF_561_00006114	PGF_00336282			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.68		VBIEscCol309924_0068		76215	77486	+	1272		HAAAP family transport protein YhjV	FIG00033877	PLF_561_00001033	PGF_12694413			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.69		VBIEscCol309924_0069		77516	78520	-	1005		Dipeptide ABC transporter, ATP-binding protein DppF (TC 3.A.1.5.2)	FIG00045393	PLF_561_00003069	PGF_00653980			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.70		VBIEscCol309924_0070		78517	79500	-	984		Dipeptide ABC transporter, ATP-binding protein DppD (TC 3.A.1.5.2)	FIG00014907	PLF_561_00001717	PGF_00692866			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.71		VBIEscCol309924_0071		79511	80413	-	903		Dipeptide ABC transporter, permease protein DppC (TC 3.A.1.5.2)	FIG00006691	PLF_561_00001718	PGF_05847461			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.72		VBIEscCol309924_0072		80423	81358	-	936		Dipeptide ABC transporter, permease protein DppB (TC 3.A.1.5.2)	FIG01954097	PLF_561_00001616	PGF_00822481			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.73		VBIEscCol309924_0073		81460	81687	+	228		hypothetical protein	FIG00639531	PLF_561_00003541	PGF_08225224			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.74		VBIEscCol309924_0074		81749	83299	-	1551		Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2) @ Dipeptide chemoreceptor	FIG00006128	PLF_561_00001180	PGF_00423567			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.75		VBIEscCol309924_0075		83708	83863	-	156		hypothetical protein	FIG00638869	PLF_561_00003442	PGF_08225224			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	tRNA	fig|562.2283.rna.1		VBIEscCol309924_r001		84103	84176	-	74		tRNA-Pro-CGG						
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.76		VBIEscCol309924_0076		84265	85956	-	1692		Kdo2-lipid A phosphoethanolamine transferase EptB (EC 2.7.8.42)	FIG00007854	PLF_561_00000411	PGF_00033473			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.77		VBIEscCol309924_0077		86280	87488	-	1209		Putative resistance protein	FIG01323956	PLF_561_00002131	PGF_00043767			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.78		VBIEscCol309924_0078		87717	88415	-	699		Uncharacterized protein YhjY	FIG00553258	PLF_561_00000578	PGF_01574344			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.79		VBIEscCol309924_0079		88573	89136	+	564		DNA-3-methyladenine glycosylase (EC 3.2.2.20)	FIG00000673	PLF_561_00002176	PGF_05357708	GO:0008725|DNA-3-methyladenine glycosylase I activity	3.2.2.20|DNA-3-methyladenine glycosylase I	
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.80		VBIEscCol309924_0080		89133	89573	+	441		Uncharacterized N-acetyltransferase YiaC	FIG00905362	PLF_561_00003107	PGF_01074065			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.81		VBIEscCol309924_0081		89542	91821	-	2280		Biotin sulfoxide reductase (EC 1.-.-.-) / Free methionine-(S)-sulfoxide reductase		PLF_561_00000509	PGF_00404364	GO:0008748|N-ethylmaleimide reductase activity;GO:0008748|reduced coenzyme F420 dehydrogenase activity;GO:0008748|sulfur oxygenase reductase activity;GO:0008748|malolactic enzyme activity;GO:0008748|NADPH:sulfur oxidoreductase activity;GO:0008748|epoxyqueuosine reductase activity	1.-.-.-|Oxidoreductases	00231|Puromycin biosynthesis;00592|alpha-Linolenic acid metabolism;00633|Trinitrotoluene degradation;00780|Biotin metabolism;00860|Porphyrin and chlorophyll metabolism;00950|Isoquinoline alkaloid biosynthesis;00981|Insect hormone biosynthesis;01057|Biosynthesis of type II polyketide products
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.82		VBIEscCol309924_0082		92028	92687	+	660		Outer membrane porin, OmpA family	FIG00003465	PLF_561_00002728	PGF_08006777			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.83		VBIEscCol309924_0083		92791	93765	+	975		2-ketoaldonate reductase, broad specificity (EC 1.1.1.215)	FIG00133774	PLF_561_00000692	PGF_00400351	GO:0008873|gluconate 2-dehydrogenase activity	1.1.1.215|Gluconate 2-dehydrogenase	00030|Pentose phosphate pathway
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.84		VBIEscCol309924_0084		93815	94525	-	711		Uncharacterized protein YiaF	FIG00904604	PLF_561_00001583	PGF_03352625			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.85		VBIEscCol309924_0085		94642	94794	-	153		hypothetical protein	FIG00641040	PLF_561_00006131	PGF_08092104			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.86		VBIEscCol309924_0086		94959	95249	+	291		Antitoxin to RelE-like translational repressor toxin	FIG00638450	PLF_561_00002063	PGF_00061434			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.87		VBIEscCol309924_0087		95530	95742	+	213		Cold shock protein of CSP family => CspA (naming convention as in E.coli)	FIG00004100	PLF_561_00002908	PGF_03107473			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.88		VBIEscCol309924_0088		95930	96082	-	153		Toxic component of a type I toxin-antitoxin system, HokA	FIG01315021	PLF_561_00003247	PGF_00408537			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.89		VBIEscCol309924_0089		96405	98474	-	2070		Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	FIG00000448	PLF_561_00000852	PGF_00009969	GO:0004820|glycine-tRNA ligase activity	6.1.1.14|Glycine--tRNA ligase	00970|Aminoacyl-tRNA biosynthesis
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.90		VBIEscCol309924_0090		98484	99395	-	912		Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	FIG00000458	PLF_561_00002098	PGF_00009967	GO:0004820|glycine-tRNA ligase activity	6.1.1.14|Glycine--tRNA ligase	00970|Aminoacyl-tRNA biosynthesis
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.91		VBIEscCol309924_0091		99490	99789	-	300		Uncharacterized lipoprotein YsaB precursor	FIG01046739	PLF_561_00002855	PGF_00064784			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.92		VBIEscCol309924_0092		100015	100959	+	945		Inner membrane protein YiaH	FIG01222345	PLF_561_00000723	PGF_00014160			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.93		VBIEscCol309924_0093		101000	101437	-	438		Inner membrane protein YiaA	FIG00732893	PLF_561_00001194	PGF_00014157			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.94		VBIEscCol309924_0094		101483	101824	-	342		Inner membrane protein YiaB	FIG00510246	PLF_561_00002307	PGF_00014158			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.95		VBIEscCol309924_0095		101993	103447	-	1455		Xylulose kinase (EC 2.7.1.17)	FIG00000793	PLF_561_00000422	PGF_07639199	GO:0004856|xylulokinase activity	2.7.1.17|Xylulokinase	00040|Pentose and glucuronate interconversions
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.96		VBIEscCol309924_0096		103519	104841	-	1323		Xylose isomerase (EC 5.3.1.5)	FIG00019456	PLF_561_00001046	PGF_00067063	GO:0009045|xylose isomerase activity	5.3.1.5|Xylose isomerase	00040|Pentose and glucuronate interconversions;00051|Fructose and mannose metabolism
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.97		VBIEscCol309924_0097		105207	106199	+	993		D-xylose ABC transporter, substrate-binding protein XylF	FIG00018530	PLF_561_00000946	PGF_01138219			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.98		VBIEscCol309924_0098		106241	107818	+	1578		D-xylose ABC transporter, ATP-binding protein XylG	FIG00209992	PLF_561_00000432	PGF_10029881			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.99		VBIEscCol309924_0099		107796	108977	+	1182		D-xylose ABC transporter, permease protein XylH	FIG00012945	PLF_561_00002368	PGF_06255546			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.100		VBIEscCol309924_0100		109055	110233	+	1179		Xylose activator XylR (AraC family)	FIG00002214	PLF_561_00001236	PGF_00067060			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.101		VBIEscCol309924_0101		110341	110913	-	573		BAX protein	FIG00731624	PLF_561_00000994	PGF_00070142			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.102		VBIEscCol309924_0102		111315	111488	+	174		hypothetical protein	FIG00638505	PLF_561_00008166	PGF_01650801			
562.2283	Escherichia coli GSK2023	AXOD01000001	PATRIC	CDS	fig|562.2283.peg.103		VBIEscCol309924_0103		111485	112933	+	1449		Periplasmic alpha-amylase (EC 3.2.1.1)	FIG00002491	PLF_561_00000367	PGF_03006136	GO:0004556|alpha-amylase activity	3.2.1.1|Alpha-amylase	00500|Starch and sucrose metabolism
