genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	role_name	superclass	class	subclass	subsystem_name
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.13			Chaperone protein DnaJ	Chaperone protein DnaJ	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response: Heat/cold shock	Heat shock dnaK gene cluster extended
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.13			Chaperone protein DnaJ	Chaperone protein DnaJ	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein folding	Protein chaperones
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.15			Na+/H+ antiporter NhaA type	Na+/H+ antiporter NhaA type	Membrane Transport	Membrane Transport	Uni- Sym- and Antiporters	Na(+) H(+) antiporter
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.15			Na+/H+ antiporter NhaA type	Na+/H+ antiporter NhaA type	Membrane Transport	Membrane Transport	Uni- Sym- and Antiporters	NhaA, NhaD and Sodium-dependent phosphate transporters
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.16			Transcriptional activator NhaR	Transcriptional activator NhaR	Membrane Transport	Membrane Transport	Uni- Sym- and Antiporters	NhaA, NhaD and Sodium-dependent phosphate transporters
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.18			SSU ribosomal protein S20p	SSU ribosomal protein S20p	DNA Processing	DNA Processing	DNA uptake, competence	DNA internalization-related cluster
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.18			SSU ribosomal protein S20p	SSU ribosomal protein S20p	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.19			FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)	FMN adenylyltransferase (EC 2.7.7.2)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism with fusion events
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.19			FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)	Riboflavin kinase (EC 2.7.1.26)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism with fusion events
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.20			Isoleucyl-tRNA synthetase (EC 6.1.1.5)	Isoleucyl-tRNA synthetase (EC 6.1.1.5)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in protein synthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.20			Isoleucyl-tRNA synthetase (EC 6.1.1.5)	Isoleucyl-tRNA synthetase (EC 6.1.1.5)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Ile
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.21			Lipoprotein signal peptidase (EC 3.4.23.36)	Lipoprotein signal peptidase (EC 3.4.23.36)	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein processing and modification	Signal peptidase
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.22			FKBP-type peptidyl-prolyl cis-trans isomerase SlpA (EC 5.2.1.8)	FKBP-type peptidyl-prolyl cis-trans isomerase SlpA (EC 5.2.1.8)	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein folding	Peptidyl-prolyl cis-trans isomerase
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.23			4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)	Metabolism	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Nonmevalonate Branch of Isoprenoid Biosynthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.25			4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	Metabolism	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	"Diaminopimelate Synthesis "
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.25			4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	Metabolism	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine DAP biosynthetic pathway
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.25			4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)		Clustering-based subsystems	Lysine Biosynthesis	Peptidase clustering with DAP
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.26			Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	Metabolism	Nucleosides and Nucleotides	Pyrimidines	De Novo Pyrimidine Synthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.26			Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	Cellular Processes	Cell Cycle, Cell Division and Death		Macromolecular synthesis operon
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.27			Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	Metabolism	Nucleosides and Nucleotides	Pyrimidines	De Novo Pyrimidine Synthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.27			Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	Cellular Processes	Cell Cycle, Cell Division and Death		Macromolecular synthesis operon
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.28			Transcriptional activatory protein CaiF	Transcriptional activatory protein CaiF	Miscellaneous	Miscellaneous	Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	Carnitine metabolism and transport
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.28			Transcriptional activatory protein CaiF	Transcriptional activatory protein CaiF	Miscellaneous	Miscellaneous	Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	Carnitine operon
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.29			Carnitine operon protein CaiE	Carnitine operon protein CaiE	Miscellaneous	Miscellaneous	Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	Carnitine metabolism and transport
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.29			Carnitine operon protein CaiE	Carnitine operon protein CaiE	Miscellaneous	Miscellaneous	Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	Carnitine operon
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.30			Carnitinyl-CoA dehydratase (EC 4.2.1.149)	Carnitinyl-CoA dehydratase (EC 4.2.1.149)	Miscellaneous	Miscellaneous	Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	Carnitine metabolism and transport
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.30			Carnitinyl-CoA dehydratase (EC 4.2.1.149)	Carnitinyl-CoA dehydratase (EC 4.2.1.149)	Miscellaneous	Miscellaneous	Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	Carnitine operon
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.31			Crotonobetaine--CoA ligase @ Carnitine--CoA ligase	Carnitine--CoA ligase	Miscellaneous	Miscellaneous	Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	Carnitine metabolism and transport
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.31			Crotonobetaine--CoA ligase @ Carnitine--CoA ligase	Carnitine--CoA ligase	Miscellaneous	Miscellaneous	Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	Carnitine operon
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.31			Crotonobetaine--CoA ligase @ Carnitine--CoA ligase	Crotonobetaine--CoA ligase	Miscellaneous	Miscellaneous	Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	Carnitine metabolism and transport
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.31			Crotonobetaine--CoA ligase @ Carnitine--CoA ligase	Crotonobetaine--CoA ligase	Miscellaneous	Miscellaneous	Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	Carnitine operon
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.32			Crotonobetainyl-CoA:carnitine CoA-transferase (EC 2.8.3.21)	Crotonobetainyl-CoA:carnitine CoA-transferase (EC 2.8.3.21)	Miscellaneous	Miscellaneous	Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	Carnitine metabolism and transport
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.32			Crotonobetainyl-CoA:carnitine CoA-transferase (EC 2.8.3.21)	Crotonobetainyl-CoA:carnitine CoA-transferase (EC 2.8.3.21)	Miscellaneous	Miscellaneous	Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	Carnitine operon
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.33			Crotonobetainyl-CoA dehydrogenase (EC 1.3.99.-)	Crotonobetainyl-CoA dehydrogenase (EC 1.3.99.-)	Miscellaneous	Miscellaneous	Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	Carnitine metabolism and transport
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.33			Crotonobetainyl-CoA dehydrogenase (EC 1.3.99.-)	Crotonobetainyl-CoA dehydrogenase (EC 1.3.99.-)	Miscellaneous	Miscellaneous	Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	Carnitine operon
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.34			L-carnitine/gamma-butyrobetaine antiporter	L-carnitine/gamma-butyrobetaine antiporter	Miscellaneous	Miscellaneous	Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	Carnitine metabolism and transport
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.34			L-carnitine/gamma-butyrobetaine antiporter	L-carnitine/gamma-butyrobetaine antiporter	Miscellaneous	Miscellaneous	Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds)	Carnitine operon
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.42			Dihydrofolate reductase (EC 1.5.1.3)	Dihydrofolate reductase (EC 1.5.1.3)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in metabolic pathways
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.42			Dihydrofolate reductase (EC 1.5.1.3)	Dihydrofolate reductase (EC 1.5.1.3)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.46			4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.47			Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8)	Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8)	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein folding	Peptidyl-prolyl cis-trans isomerase
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.48			LPS-assembly protein LptD @ Organic solvent tolerance protein precursor	LPS-assembly protein LptD	Membrane Transport	Membrane Transport		Lpt lipopolysaccharide transport system
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.52			Ribosomal large subunit pseudouridine(746) synthase (EC 5.4.99.29) @ tRNA pseudouridine(32) synthase (EC 5.4.99.28)	Ribosomal large subunit pseudouridine(746) synthase (EC 5.4.99.29)	RNA Processing	RNA Processing	RNA processing and modification	RNA pseudouridine synthases
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.54			DNA polymerase II (EC 2.7.7.7)	DNA polymerase II (EC 2.7.7.7)	DNA Processing	DNA Processing	DNA repair	DNA Repair Base Excision
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.60			Thiamin ABC transporter, ATPase component	Thiamin ABC transporter, ATPase component	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Thiamin	Thiamin, thiazole, hydroxymethylpyrimidine salvage and uptake
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.61			Thiamin ABC transporter, transmembrane component	Thiamin ABC transporter, transmembrane component	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Thiamin	Thiamin, thiazole, hydroxymethylpyrimidine salvage and uptake
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.62			Thiamin ABC transporter, substrate-binding component	Thiamin ABC transporter, substrate-binding component	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Thiamin	Thiamin, thiazole, hydroxymethylpyrimidine salvage and uptake
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.63			SgrR, sugar-phosphate stress, transcriptional activator of SgrS small RNA	SgrR, sugar-phosphate stress, transcriptional activator of SgrS small RNA	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response	Sugar-phosphate stress regulation
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.64			Sugar-phosphate stress protein SgrT (embedded in SgrS)	Sugar-phosphate stress protein SgrT (embedded in SgrS)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response	Sugar-phosphate stress regulation
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.66			3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	Metabolism	Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.67			3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	Metabolism	Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.68			3-isopropylmalate dehydrogenase (EC 1.1.1.85)	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	Metabolism	Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.69			2-isopropylmalate synthase (EC 2.3.3.13)	2-isopropylmalate synthase (EC 2.3.3.13)	Metabolism	Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.72			Acetolactate synthase large subunit (EC 2.2.1.6)	Acetolactate synthase large subunit (EC 2.2.1.6)	Energy	Energy and Precursor Metabolites Generation	Fermentation	Acetolactate synthase subunits
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.72			Acetolactate synthase large subunit (EC 2.2.1.6)	Acetolactate synthase large subunit (EC 2.2.1.6)	Metabolism	Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.73			Acetolactate synthase small subunit (EC 2.2.1.6)	Acetolactate synthase small subunit (EC 2.2.1.6)	Energy	Energy and Precursor Metabolites Generation	Fermentation	Acetolactate synthase subunits
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.73			Acetolactate synthase small subunit (EC 2.2.1.6)	Acetolactate synthase small subunit (EC 2.2.1.6)	Metabolism	Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.76			Cell division protein MraZ	Cell division protein MraZ	Cellular Processes	Cell Cycle, Cell Division and Death		Cell division cluster
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.77			16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199)	16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199)	Cellular Processes	Cell Cycle, Cell Division and Death		Cell division cluster
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.78			Cell division protein FtsL	Cell division protein FtsL	Cellular Processes	Cell Cycle, Cell Division and Death		Cell division cluster
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.79			Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	Cellular Processes	Cell Cycle, Cell Division and Death		Cell division cluster
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.80			UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)	Cellular Processes	Cell Cycle, Cell Division and Death		Cell division cluster
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.81			UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)	Cellular Processes	Cell Cycle, Cell Division and Death		Cell division cluster
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.82			Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	Cellular Processes	Cell Cycle, Cell Division and Death		Cell division cluster
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.83			UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	Cellular Processes	Cell Cycle, Cell Division and Death		Cell division cluster
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.84			Cell division protein FtsW	Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129)	Cellular Processes	Cell Cycle, Cell Division and Death		Cell division cluster
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.85			UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	Cellular Processes	Cell Cycle, Cell Division and Death		Cell division cluster
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.86			UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)	Cellular Processes	Cell Cycle, Cell Division and Death		Cell division cluster
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.87			D-alanine--D-alanine ligase (EC 6.3.2.4)	D-alanine--D-alanine ligase (EC 6.3.2.4)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in cell wall biosynthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.88			Cell division protein FtsQ	Cell division protein FtsQ	Cellular Processes	Cell Cycle, Cell Division and Death		Cell division cluster
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.89			Cell division protein FtsA	Cell division protein FtsA	Cellular Processes	Cell Cycle, Cell Division and Death		Cell division cluster
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.90			Cell division protein FtsZ	Cell division protein FtsZ	Cellular Processes	Cell Cycle, Cell Division and Death		Cell division cluster
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.91			UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)	Cell Envelope	Cell Envelope, Capsule and Slime layer	Gram-Negative (Diderm) cell wall components	KDO2-Lipid A biosynthesis
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.94			Mutator MutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)	Mutator MutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)	Metabolism	Metabolite damage and its repair or mitigation		Nudix proteins (nucleoside triphosphate hydrolases)
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.95			DNA gyrase inhibitor YacG	DNA gyrase inhibitor YacG	Cellular Processes	Cell Cycle, Cell Division and Death		Bacterial cell division related cluster 2
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.99			Type IV fimbrial assembly protein PilC	Type IV fimbrial assembly protein PilC	Membrane Transport	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	Type IV pilus
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.100			Type IV fimbrial assembly, ATPase PilB	Type IV fimbrial assembly, ATPase PilB	Membrane Transport	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	Type IV pilus
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.101			Type IV pilin PilA	Type IV pilin PilA	Membrane Transport	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	Type IV pilus
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.102			Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis global
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.107			Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Dehydrogenase complexes
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.107			Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Lipoic acid	Lipoylated proteins
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.107			Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate
83333.84	Escherichia coli K-12 ER3413	fig|83333.84.peg.108			Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Dehydrogenase complexes
