genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	role_name	superclass	class	subclass	subsystem_name
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.36			Multidrug efflux system MdtEF-TolC, inner-membrane proton/drug antiporter MdtF (RND type)	Multidrug efflux system MdtEF-TolC, inner-membrane proton/drug antiporter MdtF (RND type)	Membrane Transport	Membrane Transport	Multidrug efflux systems	Tripartite multidrug efflux systems (of RND type) AcrAB-TolC and related transporters
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.40			Cytochrome c551 peroxidase (EC 1.11.1.5)	Cytochrome c551 peroxidase (EC 1.11.1.5)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response	Protection from Reactive Oxygen Species
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.49			c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeH	c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeH	Regulation And Cell Signaling	Regulation and Cell signaling		Cyclic Di-GMP Turnover Proteins
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.50			2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	Metabolism	Carbohydrates	Monosaccharides	D-Galacturonate and D-Glucuronate Utilization
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.50			2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	Metabolism	Carbohydrates	Monosaccharides	D-gluconate and ketogluconates metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.50			2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Entner-Doudoroff Pathway
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.68			Serine transporter	Serine transporter	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Pyruvate Alanine Serine Interconversions
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.69			Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)	Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)	Membrane Transport	Membrane Transport	ABC transporters	Dpp dipeptide ABC transport system
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.70			Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	Membrane Transport	Membrane Transport	ABC transporters	Dpp dipeptide ABC transport system
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.71			Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	Membrane Transport	Membrane Transport	ABC transporters	Dpp dipeptide ABC transport system
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.72			Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	Membrane Transport	Membrane Transport	ABC transporters	Dpp dipeptide ABC transport system
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.74			Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2) @ Dipeptide chemoreceptor	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	Membrane Transport	Membrane Transport	ABC transporters	Dpp dipeptide ABC transport system
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.79			DNA-3-methyladenine glycosylase (EC 3.2.2.20)	DNA-3-methyladenine glycosylase (EC 3.2.2.20)	DNA Processing	DNA Processing	DNA repair	DNA Repair Base Excision
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.83			2-ketoaldonate reductase, broad specificity (EC 1.1.1.215) (EC 1.1.1.-)	2-ketoaldonate reductase, broad specificity (EC 1.1.1.215) (EC 1.1.1.-)	Metabolism	Carbohydrates	Monosaccharides	D-gluconate and ketogluconates metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.86			Antitoxin to RelE-like translational repressor toxin	Antitoxin to RelE-like translational repressor toxin	Cellular Processes	Cell Cycle, Cell Division and Death	Programmed Cell Death and Toxin-antitoxin Systems	A new toxin - antitoxin system
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.87			Cold shock protein of CSP family => CspA (naming convention as in E.coli)	Cold shock protein of CSP family => CspA (naming convention as in E.coli)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response: Heat/cold shock	Cold shock proteins of CSP family
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.89			Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	Glycyl-tRNA synthetase
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.89			Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Gly
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.90			Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	Glycyl-tRNA synthetase
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.90			Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Gly
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.105			Valine--pyruvate aminotransferase (EC 2.6.1.66)	Valine--pyruvate aminotransferase (EC 2.6.1.66)	Metabolism	Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.105			Valine--pyruvate aminotransferase (EC 2.6.1.66)	Valine--pyruvate aminotransferase (EC 2.6.1.66)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Pyruvate Alanine Serine Interconversions
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.108			3-dehydro-L-gulonate 2-dehydrogenase (EC 1.1.1.130)	3-dehydro-L-gulonate 2-dehydrogenase (EC 1.1.1.130)	Metabolism	Carbohydrates	Monosaccharides	L-ascorbate utilization (and related gene clusters)
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.118			Aldehyde dehydrogenase B (EC 1.2.1.22)	Aldehyde dehydrogenase B (EC 1.2.1.22)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Methylglyoxal Metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.120			Alcohol dehydrogenase (EC 1.1.1.1)	Alcohol dehydrogenase (EC 1.1.1.1)	Energy	Energy and Precursor Metabolites Generation	Fermentation	Fermentations: Mixed acid
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.120			Alcohol dehydrogenase (EC 1.1.1.1)	Alcohol dehydrogenase (EC 1.1.1.1)	Metabolism	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.121			Selenocysteine-specific translation elongation factor	Selenocysteine-specific translation elongation factor	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Selenoproteins	Selenocysteine metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.122			L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1)	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1)	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Selenoproteins	Selenocysteine metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.123			Uncharacterized GST-like protein YibF	Uncharacterized GST-like protein YibF	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response	Glutathione: Non-redox reactions
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.138			UPF0056 inner membrane protein MarC	UPF0056 inner membrane protein MarC	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Inner membrane proteins of MarC family, not involved in antibiotic resistance
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.139			Multiple antibiotic resistance protein MarR	Multiple antibiotic resistance protein MarR	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Multiple Antibiotic Resistance MAR locus
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.140			Multiple antibiotic resistance protein MarA	Multiple antibiotic resistance protein MarA	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Multiple Antibiotic Resistance MAR locus
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.141			Multiple antibiotic resistance protein MarB	Multiple antibiotic resistance protein MarB	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Multiple Antibiotic Resistance MAR locus
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.150			Diguanylate cyclase (EC 2.7.7.65) => Zinc-regulated DgcZ	Diguanylate cyclase (EC 2.7.7.65) => Zinc-regulated DgcZ	Regulation And Cell Signaling	Regulation and Cell signaling		Cyclic Di-GMP Turnover Proteins
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.152			Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein degradation	Protein degradation
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.156			D-mannonate oxidoreductase (EC 1.1.1.57)	D-mannonate oxidoreductase (EC 1.1.1.57)	Metabolism	Carbohydrates	Monosaccharides	D-Galacturonate and D-Glucuronate Utilization
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.159			Mannonate dehydratase (EC 4.2.1.8)	Mannonate dehydratase (EC 4.2.1.8)	Metabolism	Carbohydrates	Monosaccharides	D-Galacturonate and D-Glucuronate Utilization
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.162			Spermidine N1-acetyltransferase (EC 2.3.1.57)	Spermidine N1-acetyltransferase (EC 2.3.1.57)	Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Polyamine Metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.168			Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.5.3), iron-sulfur binding subunit	Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.5.3), iron-sulfur binding subunit	Energy	Respiration	Electron accepting reactions	Anaerobic dimethyl sulfoxide reductase (EC 1.8.5.3)
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.170			Anaerobic dimethyl sulfoxide reductase chaperone DmsD	Anaerobic dimethyl sulfoxide reductase chaperone DmsD	Energy	Respiration	Electron accepting reactions	Anaerobic dimethyl sulfoxide reductase (EC 1.8.5.3)
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.172			Dethiobiotin synthetase (EC 6.3.3.3)	Dethiobiotin synthase BioD (EC 6.3.3.3)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.172			Dethiobiotin synthetase (EC 6.3.3.3)	Dethiobiotin synthase BioD (EC 6.3.3.3)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis & utilization
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.172			Dethiobiotin synthetase (EC 6.3.3.3)	Dethiobiotin synthase BioD (EC 6.3.3.3)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis cluster
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.184			Arginine/ornithine antiporter ArcD	Arginine/ornithine antiporter ArcD	Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Polyamine Metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.185			FolM Alternative dihydrofolate reductase 1	FolM Alternative dihydrofolate reductase 1	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.190			Fumarate hydratase class II (EC 4.2.1.2)	Fumarate hydratase class II (EC 4.2.1.2)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	TCA Cycle
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.191			Fumarate hydratase class I, aerobic (EC 4.2.1.2)	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	Energy	Respiration	Electron donating reactions	Succinate dehydrogenase and Fumarate reductase cpmlexes
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.191			Fumarate hydratase class I, aerobic (EC 4.2.1.2)	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	TCA Cycle
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.192			Mannose-6-phosphate isomerase (EC 5.3.1.8)	Mannose-6-phosphate isomerase (EC 5.3.1.8)	Metabolism	Carbohydrates	Monosaccharides	GDP-fucose to mannose-1P module
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.194			Glucuronide transport facilitator UidC	Glucuronide transport facilitator UidC	Metabolism	Carbohydrates	Monosaccharides	D-Galacturonate and D-Glucuronate Utilization
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.195			Glucuronide transporter UidB	Glucuronide transporter UidB	Metabolism	Carbohydrates	Monosaccharides	D-Galacturonate and D-Glucuronate Utilization
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.196			beta-glucuronidase (EC 3.2.1.31)	beta-glucuronidase (EC 3.2.1.31)	Metabolism	Carbohydrates	Monosaccharides	D-Galacturonate and D-Glucuronate Utilization
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.197			Transcriptional repressor UidR	Transcriptional repressor UidR	Metabolism	Carbohydrates	Monosaccharides	D-Galacturonate and D-Glucuronate Utilization
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.212			Endonuclease III (EC 4.2.99.18)	Endonuclease III (EC 4.2.99.18)	DNA Processing	DNA Processing	DNA repair	DNA Repair Base Excision
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.214			Glutathione S-transferase (EC 2.5.1.18)	Glutathione S-transferase (EC 2.5.1.18)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response	Glutathione: Non-redox reactions
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.215			Pyridoxal kinase (EC 2.7.1.35)	Pyridoxal kinase (EC 2.7.1.35)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.216			Tyrosyl-tRNA synthetase (EC 6.1.1.1)	Tyrosyl-tRNA synthetase (EC 6.1.1.1)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Tyr
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.217			Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.222			Tetrapartite efflux system component, FusD-like	Tetrapartite efflux system component, FusD-like	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Fusaric acid resistance cluster
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.223			Tetrapartite efflux system, membrane fusion component FusE-like	Tetrapartite efflux system, membrane fusion component FusE-like	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Fusaric acid resistance cluster
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.224			Tetrapartite efflux system, inner membrane component FusBC-like	Tetrapartite efflux system, inner membrane component FusBC-like	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Fusaric acid resistance cluster
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.225			Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1)	Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response	Protection from Reactive Oxygen Species
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.230			Lactoylglutathione lyase (EC 4.4.1.5)	Lactoylglutathione lyase (EC 4.4.1.5)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response	Glutathione: Non-redox reactions
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.230			Lactoylglutathione lyase (EC 4.4.1.5)	Lactoylglutathione lyase (EC 4.4.1.5)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Methylglyoxal Metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.231			Ribonuclease T	Ribonuclease T	RNA Processing	RNA Processing	RNA processing and modification	RNA processing and degradation, bacterial
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.236			Superoxide dismutase [Fe] (EC 1.15.1.1)	Superoxide dismutase [Fe] (EC 1.15.1.1)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response	Protection from Reactive Oxygen Species
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.239			Purine nucleotide synthesis repressor	Purine nucleotide synthesis repressor	Metabolism	Nucleosides and Nucleotides	Purines	Purine nucleotide synthesis regulator
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.242			Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)	Metabolism	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Putative oxidase COG2907
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.243			Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism with fusion events
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.255			Pyruvate kinase (EC 2.7.1.40)	Pyruvate kinase (EC 2.7.1.40)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Entner-Doudoroff Pathway
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.255			Pyruvate kinase (EC 2.7.1.40)	Pyruvate kinase (EC 2.7.1.40)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Glycolysis and Gluconeogenesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.255			Pyruvate kinase (EC 2.7.1.40)	Pyruvate kinase (EC 2.7.1.40)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.265			1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis	1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.274			DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13)	DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13)	RNA Processing	RNA Processing	RNA processing and modification	ATP-dependent RNA helicases, bacterial
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.276			Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)		Clustering-based subsystems	Lysine Biosynthesis	Peptidase clustering with DAP
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.276			Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	RNA Processing	RNA Processing	RNA processing and modification	RNA processing and degradation, bacterial
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.277			SSU ribosomal protein S15p (S13e)	SSU ribosomal protein S15p (S13e)		Clustering-based subsystems	Lysine Biosynthesis	Peptidase clustering with DAP
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.277			SSU ribosomal protein S15p (S13e)	SSU ribosomal protein S15p (S13e)	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.278			tRNA pseudouridine(55) synthase (EC 5.4.99.25)	tRNA pseudouridine(55) synthase (EC 5.4.99.25)	RNA Processing	RNA Processing	RNA processing and modification	RNA pseudouridine synthases
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.278			tRNA pseudouridine(55) synthase (EC 5.4.99.25)	tRNA pseudouridine(55) synthase (EC 5.4.99.25)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism with fusion events
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.279			Ribosome-binding factor A	Ribosome-binding factor A	Protein Processing	Protein Synthesis	Translation	Translation initiation factors, bacterial
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.280			Translation initiation factor 2	Translation initiation factor 2	Protein Processing	Protein Synthesis	Translation	Translation initiation factors, bacterial
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.280			Translation initiation factor 2	Translation initiation factor 2	Protein Processing	Protein Synthesis		Universal GTPases
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.283			Argininosuccinate synthase (EC 6.3.4.5)	Argininosuccinate synthase (EC 6.3.4.5)	Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Arginine biosynthesis via N-acetyl-L-citrulline
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.283			Argininosuccinate synthase (EC 6.3.4.5)	Argininosuccinate synthase (EC 6.3.4.5)	Metabolism	Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline biosynthesis (for review)
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.285			Protein translocase membrane subunit SecG	Protein translocase membrane subunit SecG	Cellular Processes	Cell Cycle, Cell Division and Death	Programmed Cell Death and Toxin-antitoxin Systems	Murein hydrolase regulation and cell death
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.286			Phosphoglucosamine mutase (EC 5.4.2.10)	Phosphoglucosamine mutase (EC 5.4.2.10)	Cellular Processes	Cell Cycle, Cell Division and Death		Bacterial checkpoint-control-related cluster
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.287			Dihydropteroate synthase (EC 2.5.1.15)	Dihydropteroate synthase (EC 2.5.1.15)	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in metabolic pathways
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.287			Dihydropteroate synthase (EC 2.5.1.15)	Dihydropteroate synthase (EC 2.5.1.15)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.287			Dihydropteroate synthase (EC 2.5.1.15)	Dihydropteroate synthase (EC 2.5.1.15)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate biosynthesis cluster
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.288			Cell division protein FtsH	Cell division-associated, ATP-dependent zinc metalloprotease FtsH	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate biosynthesis cluster
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.293			GTP-binding protein Obg	GTP-binding protein Obg	Protein Processing	Protein Synthesis		Universal GTPases
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.295			LSU ribosomal protein L27p	LSU ribosomal protein L27p	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.295			LSU ribosomal protein L27p	LSU ribosomal protein L27p	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.296			LSU ribosomal protein L21p	LSU ribosomal protein L21p	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy
