genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.120		VBIEscCol307008_0120		Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00625	Tetrachloroethene degradation
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.120		VBIEscCol307008_0120		Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00626	Naphthalene and anthracene degradation
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.120		VBIEscCol307008_0120		Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00830	Retinol metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.120		VBIEscCol307008_0120		Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00980	Metabolism of xenobiotics by cytochrome P450
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.120		VBIEscCol307008_0120		Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00982	Drug metabolism - cytochrome P450
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.122		VBIEscCol307008_0122		L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1)	2.9.1.1	L-seryl-tRNA(Sec) selenium transferase	00450	Selenoamino acid metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.122		VBIEscCol307008_0122		L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1)	2.9.1.1	L-seryl-tRNA(Sec) selenium transferase	00970	Aminoacyl-tRNA biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.125		VBIEscCol307008_0125		GTPase (EC 3.6.1.-)	3.6.1.-	In phosphorous-containing anhydrides.	00230	Purine metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.125		VBIEscCol307008_0125		GTPase (EC 3.6.1.-)	3.6.1.-	In phosphorous-containing anhydrides.	00790	Folate biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.127		VBIEscCol307008_0127		Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)	1.1.1.17	Mannitol-1-phosphate 5-dehydrogenase	00051	Fructose and mannose metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.133		VBIEscCol307008_0133		Glutaminase (EC 3.5.1.2)	3.5.1.2	Glutaminase	00250	Alanine, aspartate and glutamate metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.133		VBIEscCol307008_0133		Glutaminase (EC 3.5.1.2)	3.5.1.2	Glutaminase	00330	Arginine and proline metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.133		VBIEscCol307008_0133		Glutaminase (EC 3.5.1.2)	3.5.1.2	Glutaminase	00471	D-Glutamine and D-glutamate metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.133		VBIEscCol307008_0133		Glutaminase (EC 3.5.1.2)	3.5.1.2	Glutaminase	00910	Nitrogen metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.134		VBIEscCol307008_0134		Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)	1.2.1.24	Succinate-semialdehyde dehydrogenase (NAD(+))	00250	Alanine, aspartate and glutamate metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.134		VBIEscCol307008_0134		Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)	1.2.1.24	Succinate-semialdehyde dehydrogenase (NAD(+))	00650	Butanoate metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.142		VBIEscCol307008_0142		6-phospho-beta-glucosidase (EC 3.2.1.86)	3.2.1.86	6-phospho-beta-glucosidase	00010	Glycolysis / Gluconeogenesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.153		VBIEscCol307008_0153		NADP-dependent 3-hydroxy acid dehydrogenase YdfG (EC 1.1.1.381) @ 3-hydroxypropionate dehydrogenase (EC 1.1.1.298)	1.1.1.298	3-hydroxypropionate dehydrogenase (NADP(+))	00720	Reductive carboxylate cycle (CO2 fixation)
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.156		VBIEscCol307008_0156		D-mannonate oxidoreductase (EC 1.1.1.57)	1.1.1.57	Fructuronate reductase	00040	Pentose and glucuronate interconversions
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.159		VBIEscCol307008_0159		Mannonate dehydratase (EC 4.2.1.8)	4.2.1.8	Mannonate dehydratase	00040	Pentose and glucuronate interconversions
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.162		VBIEscCol307008_0162		Spermidine N1-acetyltransferase (EC 2.3.1.57)	2.3.1.57	Diamine N-acetyltransferase	00330	Arginine and proline metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.172		VBIEscCol307008_0172		Dethiobiotin synthase BioD (EC 6.3.3.3)	6.3.3.3	Dethiobiotin synthase	00780	Biotin metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.181		VBIEscCol307008_0181		NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	1.6.1.2	NAD(P)(+) transhydrogenase (AB-specific)	00760	Nicotinate and nicotinamide metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.182		VBIEscCol307008_0182		NAD(P) transhydrogenase N-domain of subunit alpha (EC 1.6.1.2) / NAD(P) transhydrogenase C-domain of subunit alpha (EC 1.6.1.2)	1.6.1.2	NAD(P)(+) transhydrogenase (Re/Si-specific)	00760	Nicotinate and nicotinamide metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.190		VBIEscCol307008_0190		Fumarate hydratase class II (EC 4.2.1.2)	4.2.1.2	Fumarate hydratase	00020	Citrate cycle (TCA cycle)
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.190		VBIEscCol307008_0190		Fumarate hydratase class II (EC 4.2.1.2)	4.2.1.2	Fumarate hydratase	00720	Reductive carboxylate cycle (CO2 fixation)
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.191		VBIEscCol307008_0191		Fumarate hydratase class I, aerobic (EC 4.2.1.2)	4.2.1.2	Fumarate hydratase	00020	Citrate cycle (TCA cycle)
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.191		VBIEscCol307008_0191		Fumarate hydratase class I, aerobic (EC 4.2.1.2)	4.2.1.2	Fumarate hydratase	00720	Reductive carboxylate cycle (CO2 fixation)
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.192		VBIEscCol307008_0192		Mannose-6-phosphate isomerase (EC 5.3.1.8)	5.3.1.8	Mannose-6-phosphate isomerase	00051	Fructose and mannose metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.192		VBIEscCol307008_0192		Mannose-6-phosphate isomerase (EC 5.3.1.8)	5.3.1.8	Mannose-6-phosphate isomerase	00520	Amino sugar and nucleotide sugar metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.196		VBIEscCol307008_0196		beta-glucuronidase (EC 3.2.1.31)	3.2.1.31	Beta-glucuronidase	00040	Pentose and glucuronate interconversions
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.196		VBIEscCol307008_0196		beta-glucuronidase (EC 3.2.1.31)	3.2.1.31	Beta-glucuronidase	00500	Starch and sucrose metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.196		VBIEscCol307008_0196		beta-glucuronidase (EC 3.2.1.31)	3.2.1.31	Beta-glucuronidase	00531	Glycosaminoglycan degradation
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.196		VBIEscCol307008_0196		beta-glucuronidase (EC 3.2.1.31)	3.2.1.31	Beta-glucuronidase	00860	Porphyrin and chlorophyll metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.196		VBIEscCol307008_0196		beta-glucuronidase (EC 3.2.1.31)	3.2.1.31	Beta-glucuronidase	00944	Flavone and flavonol biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.196		VBIEscCol307008_0196		beta-glucuronidase (EC 3.2.1.31)	3.2.1.31	Beta-glucuronidase	00983	Drug metabolism - other enzymes
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.201		VBIEscCol307008_0201		Cystathionine beta-lyase MalY (EC 4.4.1.8) @ Maltose regulon modulator	4.4.1.8	Cystathionine beta-lyase	00270	Cysteine and methionine metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.201		VBIEscCol307008_0201		Cystathionine beta-lyase MalY (EC 4.4.1.8) @ Maltose regulon modulator	4.4.1.8	Cystathionine beta-lyase	00450	Selenoamino acid metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.201		VBIEscCol307008_0201		Cystathionine beta-lyase MalY (EC 4.4.1.8) @ Maltose regulon modulator	4.4.1.8	Cystathionine beta-lyase	00920	Sulfur metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.202		VBIEscCol307008_0202		Adenosine deaminase (EC 3.5.4.4)	3.5.4.4	Adenosine deaminase	00230	Purine metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.214		VBIEscCol307008_0214		Glutathione S-transferase (EC 2.5.1.18)	2.5.1.18	Glutathione transferase	00480	Glutathione metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.214		VBIEscCol307008_0214		Glutathione S-transferase (EC 2.5.1.18)	2.5.1.18	Glutathione transferase	00980	Metabolism of xenobiotics by cytochrome P450
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.214		VBIEscCol307008_0214		Glutathione S-transferase (EC 2.5.1.18)	2.5.1.18	Glutathione transferase	00982	Drug metabolism - cytochrome P450
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.215		VBIEscCol307008_0215		Pyridoxal kinase (EC 2.7.1.35)	2.7.1.35	Pyridoxal kinase	00750	Vitamin B6 metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.216		VBIEscCol307008_0216		Tyrosyl-tRNA synthetase (EC 6.1.1.1)	6.1.1.1	Tyrosine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.217		VBIEscCol307008_0217		Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	1.4.3.5	Pyridoxal 5'-phosphate synthase	00750	Vitamin B6 metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.230		VBIEscCol307008_0230		Lactoylglutathione lyase (EC 4.4.1.5)	4.4.1.5	Lactoylglutathione lyase	00620	Pyruvate metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.243		VBIEscCol307008_0243		Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	2.5.1.9	Riboflavin synthase	00740	Riboflavin metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.254		VBIEscCol307008_0254		Fumarate hydratase FumD (EC 4.2.1.2)	4.2.1.2	Fumarate hydratase	00020	Citrate cycle (TCA cycle)
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.254		VBIEscCol307008_0254		Fumarate hydratase FumD (EC 4.2.1.2)	4.2.1.2	Fumarate hydratase	00720	Reductive carboxylate cycle (CO2 fixation)
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.255		VBIEscCol307008_0255		Pyruvate kinase (EC 2.7.1.40)	2.7.1.40	Pyruvate kinase	00010	Glycolysis / Gluconeogenesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.255		VBIEscCol307008_0255		Pyruvate kinase (EC 2.7.1.40)	2.7.1.40	Pyruvate kinase	00230	Purine metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.255		VBIEscCol307008_0255		Pyruvate kinase (EC 2.7.1.40)	2.7.1.40	Pyruvate kinase	00620	Pyruvate metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.255		VBIEscCol307008_0255		Pyruvate kinase (EC 2.7.1.40)	2.7.1.40	Pyruvate kinase	00710	Carbon fixation in photosynthetic organisms
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.259		VBIEscCol307008_0259		Cysteine desulfurase (EC 2.8.1.7) => SufS	2.8.1.7	Cysteine desulfurase	00730	Thiamine metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.265		VBIEscCol307008_0265		1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis	3.1.2.28	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	00130	Ubiquinone and other terpenoid-quinone biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.276		VBIEscCol307008_0276		Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	2.7.7.8	Polyribonucleotide nucleotidyltransferase	00230	Purine metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.276		VBIEscCol307008_0276		Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	2.7.7.8	Polyribonucleotide nucleotidyltransferase	00240	Pyrimidine metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.283		VBIEscCol307008_0283		Argininosuccinate synthase (EC 6.3.4.5)	6.3.4.5	Argininosuccinate synthase	00250	Alanine, aspartate and glutamate metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.283		VBIEscCol307008_0283		Argininosuccinate synthase (EC 6.3.4.5)	6.3.4.5	Argininosuccinate synthase	00330	Arginine and proline metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.286		VBIEscCol307008_0286		Phosphoglucosamine mutase (EC 5.4.2.10)	5.4.2.10	Phosphoglucosamine mutase	00520	Amino sugar and nucleotide sugar metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.287		VBIEscCol307008_0287		Dihydropteroate synthase (EC 2.5.1.15)	2.5.1.15	Dihydropteroate synthase	00790	Folate biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.292		VBIEscCol307008_0292		D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase	00550	Peptidoglycan biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.297		VBIEscCol307008_0297		Octaprenyl diphosphate synthase (EC 2.5.1.90)	2.5.1.90	All-trans-octaprenyl-diphosphate synthase	00900	Terpenoid backbone biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.299		VBIEscCol307008_0299		UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	00520	Amino sugar and nucleotide sugar metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.299		VBIEscCol307008_0299		UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	00550	Peptidoglycan biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.308		VBIEscCol307008_0308		3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)	3.1.3.45	3-deoxy-manno-octulosonate-8-phosphatase	00540	Lipopolysaccharide biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.323		VBIEscCol307008_0323		Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	1.4.1.13	Glutamate synthase (NADPH)	00250	Alanine, aspartate and glutamate metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.323		VBIEscCol307008_0323		Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	1.4.1.13	Glutamate synthase (NADPH)	00910	Nitrogen metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.324		VBIEscCol307008_0324		Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	1.4.1.13	Glutamate synthase (NADPH)	00250	Alanine, aspartate and glutamate metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.324		VBIEscCol307008_0324		Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	1.4.1.13	Glutamate synthase (NADPH)	00910	Nitrogen metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.326		VBIEscCol307008_0326		N-acetylmannosamine kinase (EC 2.7.1.60)	2.7.1.60	N-acylmannosamine kinase	00520	Amino sugar and nucleotide sugar metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.327		VBIEscCol307008_0327		N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)	5.1.3.9	N-acylglucosamine-6-phosphate 2-epimerase	00520	Amino sugar and nucleotide sugar metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.329		VBIEscCol307008_0329		N-acetylneuraminate lyase (EC 4.1.3.3)	4.1.3.3	N-acetylneuraminate lyase	00520	Amino sugar and nucleotide sugar metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.336		VBIEscCol307008_0336		Putative cytochrome d ubiquinol oxidase subunit III (EC 1.10.3.-) (Cytochrome bd-I oxidase subunit III)	1.10.3.-	With oxygen as acceptor.	00965	Betalain biosynthesis
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.339		VBIEscCol307008_0339		Malate dehydrogenase (EC 1.1.1.37)	1.1.1.37	Malate dehydrogenase	00020	Citrate cycle (TCA cycle)
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.339		VBIEscCol307008_0339		Malate dehydrogenase (EC 1.1.1.37)	1.1.1.37	Malate dehydrogenase	00620	Pyruvate metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.339		VBIEscCol307008_0339		Malate dehydrogenase (EC 1.1.1.37)	1.1.1.37	Malate dehydrogenase	00630	Glyoxylate and dicarboxylate metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.339		VBIEscCol307008_0339		Malate dehydrogenase (EC 1.1.1.37)	1.1.1.37	Malate dehydrogenase	00680	Methane metabolism
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.339		VBIEscCol307008_0339		Malate dehydrogenase (EC 1.1.1.37)	1.1.1.37	Malate dehydrogenase	00710	Carbon fixation in photosynthetic organisms
562.2285	Escherichia coli GSK202B	fig|562.2285.peg.339		VBIEscCol307008_0339		Malate dehydrogenase (EC 1.1.1.37)	1.1.1.37	Malate dehydrogenase	00720	Reductive carboxylate cycle (CO2 fixation)
