genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.112		VBIEscCol301464_0112		L-xylulose/3-keto-L-gulonate kinase (EC 2.7.1.-)	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	00540	Lipopolysaccharide biosynthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.112		VBIEscCol301464_0112		L-xylulose/3-keto-L-gulonate kinase (EC 2.7.1.-)	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	00900	Terpenoid backbone biosynthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.114		VBIEscCol301464_0114		L-xylulose 5-phosphate 3-epimerase (EC 5.1.3.-) homolog	5.1.3.-	Acting on carbohydrates and derivatives.	00520	Amino sugar and nucleotide sugar metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.115		VBIEscCol301464_0115		L-ribulose-5-phosphate 4-epimerase SgbE (EC 5.1.3.4)	5.1.3.4	L-ribulose-5-phosphate 4-epimerase	00040	Pentose and glucuronate interconversions
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.115		VBIEscCol301464_0115		L-ribulose-5-phosphate 4-epimerase SgbE (EC 5.1.3.4)	5.1.3.4	L-ribulose-5-phosphate 4-epimerase	00053	Ascorbate and aldarate metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.116		VBIEscCol301464_0116		Aldehyde dehydrogenase B (EC 1.2.1.22)	1.2.1.22	Lactaldehyde dehydrogenase	00620	Pyruvate metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.118		VBIEscCol301464_0118		Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00010	Glycolysis / Gluconeogenesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.118		VBIEscCol301464_0118		Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00071	Fatty acid metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.118		VBIEscCol301464_0118		Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00260	Glycine, serine and threonine metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.118		VBIEscCol301464_0118		Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00350	Tyrosine metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.118		VBIEscCol301464_0118		Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00625	Tetrachloroethene degradation
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.118		VBIEscCol301464_0118		Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00626	Naphthalene and anthracene degradation
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.118		VBIEscCol301464_0118		Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00830	Retinol metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.118		VBIEscCol301464_0118		Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00980	Metabolism of xenobiotics by cytochrome P450
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.118		VBIEscCol301464_0118		Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00982	Drug metabolism - cytochrome P450
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.120		VBIEscCol301464_0120		L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1)	2.9.1.1	L-seryl-tRNA(Sec) selenium transferase	00450	Selenoamino acid metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.120		VBIEscCol301464_0120		L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1)	2.9.1.1	L-seryl-tRNA(Sec) selenium transferase	00970	Aminoacyl-tRNA biosynthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.123		VBIEscCol301464_0123		GTPase (EC 3.6.1.-)	3.6.1.-	In phosphorous-containing anhydrides.	00230	Purine metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.123		VBIEscCol301464_0123		GTPase (EC 3.6.1.-)	3.6.1.-	In phosphorous-containing anhydrides.	00790	Folate biosynthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.125		VBIEscCol301464_0125		Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)	1.1.1.17	Mannitol-1-phosphate 5-dehydrogenase	00051	Fructose and mannose metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.131		VBIEscCol301464_0131		Glutaminase (EC 3.5.1.2)	3.5.1.2	Glutaminase	00250	Alanine, aspartate and glutamate metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.131		VBIEscCol301464_0131		Glutaminase (EC 3.5.1.2)	3.5.1.2	Glutaminase	00330	Arginine and proline metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.131		VBIEscCol301464_0131		Glutaminase (EC 3.5.1.2)	3.5.1.2	Glutaminase	00471	D-Glutamine and D-glutamate metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.131		VBIEscCol301464_0131		Glutaminase (EC 3.5.1.2)	3.5.1.2	Glutaminase	00910	Nitrogen metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.132		VBIEscCol301464_0132		Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)	1.2.1.24	Succinate-semialdehyde dehydrogenase (NAD(+))	00250	Alanine, aspartate and glutamate metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.132		VBIEscCol301464_0132		Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)	1.2.1.24	Succinate-semialdehyde dehydrogenase (NAD(+))	00650	Butanoate metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.140		VBIEscCol301464_0140		6-phospho-beta-glucosidase (EC 3.2.1.86)	3.2.1.86	6-phospho-beta-glucosidase	00010	Glycolysis / Gluconeogenesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.151		VBIEscCol301464_0151		NADP-dependent 3-hydroxy acid dehydrogenase YdfG (EC 1.1.1.381) @ 3-hydroxypropionate dehydrogenase (EC 1.1.1.298)	1.1.1.298	3-hydroxypropionate dehydrogenase (NADP(+))	00720	Reductive carboxylate cycle (CO2 fixation)
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.154		VBIEscCol301464_0154		D-mannonate oxidoreductase (EC 1.1.1.57)	1.1.1.57	Fructuronate reductase	00040	Pentose and glucuronate interconversions
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.157		VBIEscCol301464_0157		Mannonate dehydratase (EC 4.2.1.8)	4.2.1.8	Mannonate dehydratase	00040	Pentose and glucuronate interconversions
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.160		VBIEscCol301464_0160		Spermidine N1-acetyltransferase (EC 2.3.1.57)	2.3.1.57	Diamine N-acetyltransferase	00330	Arginine and proline metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.170		VBIEscCol301464_0170		Dethiobiotin synthase BioD (EC 6.3.3.3)	6.3.3.3	Dethiobiotin synthase	00780	Biotin metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.179		VBIEscCol301464_0179		NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	1.6.1.2	NAD(P)(+) transhydrogenase (AB-specific)	00760	Nicotinate and nicotinamide metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.180		VBIEscCol301464_0180		NAD(P) transhydrogenase N-domain of subunit alpha (EC 1.6.1.2) / NAD(P) transhydrogenase C-domain of subunit alpha (EC 1.6.1.2)	1.6.1.2	NAD(P)(+) transhydrogenase (Re/Si-specific)	00760	Nicotinate and nicotinamide metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.188		VBIEscCol301464_0188		Fumarate hydratase class II (EC 4.2.1.2)	4.2.1.2	Fumarate hydratase	00020	Citrate cycle (TCA cycle)
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.188		VBIEscCol301464_0188		Fumarate hydratase class II (EC 4.2.1.2)	4.2.1.2	Fumarate hydratase	00720	Reductive carboxylate cycle (CO2 fixation)
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.189		VBIEscCol301464_0189		Fumarate hydratase class I, aerobic (EC 4.2.1.2)	4.2.1.2	Fumarate hydratase	00020	Citrate cycle (TCA cycle)
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.189		VBIEscCol301464_0189		Fumarate hydratase class I, aerobic (EC 4.2.1.2)	4.2.1.2	Fumarate hydratase	00720	Reductive carboxylate cycle (CO2 fixation)
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.190		VBIEscCol301464_0190		Mannose-6-phosphate isomerase (EC 5.3.1.8)	5.3.1.8	Mannose-6-phosphate isomerase	00051	Fructose and mannose metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.190		VBIEscCol301464_0190		Mannose-6-phosphate isomerase (EC 5.3.1.8)	5.3.1.8	Mannose-6-phosphate isomerase	00520	Amino sugar and nucleotide sugar metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.194		VBIEscCol301464_0194		beta-glucuronidase (EC 3.2.1.31)	3.2.1.31	Beta-glucuronidase	00040	Pentose and glucuronate interconversions
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.194		VBIEscCol301464_0194		beta-glucuronidase (EC 3.2.1.31)	3.2.1.31	Beta-glucuronidase	00500	Starch and sucrose metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.194		VBIEscCol301464_0194		beta-glucuronidase (EC 3.2.1.31)	3.2.1.31	Beta-glucuronidase	00531	Glycosaminoglycan degradation
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.194		VBIEscCol301464_0194		beta-glucuronidase (EC 3.2.1.31)	3.2.1.31	Beta-glucuronidase	00860	Porphyrin and chlorophyll metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.194		VBIEscCol301464_0194		beta-glucuronidase (EC 3.2.1.31)	3.2.1.31	Beta-glucuronidase	00944	Flavone and flavonol biosynthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.194		VBIEscCol301464_0194		beta-glucuronidase (EC 3.2.1.31)	3.2.1.31	Beta-glucuronidase	00983	Drug metabolism - other enzymes
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.199		VBIEscCol301464_0199		Cystathionine beta-lyase MalY (EC 4.4.1.8) @ Maltose regulon modulator	4.4.1.8	Cystathionine beta-lyase	00270	Cysteine and methionine metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.199		VBIEscCol301464_0199		Cystathionine beta-lyase MalY (EC 4.4.1.8) @ Maltose regulon modulator	4.4.1.8	Cystathionine beta-lyase	00450	Selenoamino acid metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.199		VBIEscCol301464_0199		Cystathionine beta-lyase MalY (EC 4.4.1.8) @ Maltose regulon modulator	4.4.1.8	Cystathionine beta-lyase	00920	Sulfur metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.200		VBIEscCol301464_0200		Adenosine deaminase (EC 3.5.4.4)	3.5.4.4	Adenosine deaminase	00230	Purine metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.212		VBIEscCol301464_0212		Glutathione S-transferase (EC 2.5.1.18)	2.5.1.18	Glutathione transferase	00480	Glutathione metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.212		VBIEscCol301464_0212		Glutathione S-transferase (EC 2.5.1.18)	2.5.1.18	Glutathione transferase	00980	Metabolism of xenobiotics by cytochrome P450
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.212		VBIEscCol301464_0212		Glutathione S-transferase (EC 2.5.1.18)	2.5.1.18	Glutathione transferase	00982	Drug metabolism - cytochrome P450
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.213		VBIEscCol301464_0213		Pyridoxal kinase (EC 2.7.1.35)	2.7.1.35	Pyridoxal kinase	00750	Vitamin B6 metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.214		VBIEscCol301464_0214		Tyrosyl-tRNA synthetase (EC 6.1.1.1)	6.1.1.1	Tyrosine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.215		VBIEscCol301464_0215		Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	1.4.3.5	Pyridoxal 5'-phosphate synthase	00750	Vitamin B6 metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.228		VBIEscCol301464_0228		Lactoylglutathione lyase (EC 4.4.1.5)	4.4.1.5	Lactoylglutathione lyase	00620	Pyruvate metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.240		VBIEscCol301464_0240		Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	2.5.1.9	Riboflavin synthase	00740	Riboflavin metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.251		VBIEscCol301464_0251		Fumarate hydratase FumD (EC 4.2.1.2)	4.2.1.2	Fumarate hydratase	00020	Citrate cycle (TCA cycle)
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.251		VBIEscCol301464_0251		Fumarate hydratase FumD (EC 4.2.1.2)	4.2.1.2	Fumarate hydratase	00720	Reductive carboxylate cycle (CO2 fixation)
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.253		VBIEscCol301464_0253		Pyruvate kinase (EC 2.7.1.40)	2.7.1.40	Pyruvate kinase	00010	Glycolysis / Gluconeogenesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.253		VBIEscCol301464_0253		Pyruvate kinase (EC 2.7.1.40)	2.7.1.40	Pyruvate kinase	00230	Purine metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.253		VBIEscCol301464_0253		Pyruvate kinase (EC 2.7.1.40)	2.7.1.40	Pyruvate kinase	00620	Pyruvate metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.253		VBIEscCol301464_0253		Pyruvate kinase (EC 2.7.1.40)	2.7.1.40	Pyruvate kinase	00710	Carbon fixation in photosynthetic organisms
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.257		VBIEscCol301464_0257		Cysteine desulfurase (EC 2.8.1.7) => SufS	2.8.1.7	Cysteine desulfurase	00730	Thiamine metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.263		VBIEscCol301464_0263		1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis	3.1.2.28	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	00130	Ubiquinone and other terpenoid-quinone biosynthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.275		VBIEscCol301464_0275		Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	2.7.7.8	Polyribonucleotide nucleotidyltransferase	00230	Purine metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.275		VBIEscCol301464_0275		Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	2.7.7.8	Polyribonucleotide nucleotidyltransferase	00240	Pyrimidine metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.282		VBIEscCol301464_0282		Argininosuccinate synthase (EC 6.3.4.5)	6.3.4.5	Argininosuccinate synthase	00250	Alanine, aspartate and glutamate metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.282		VBIEscCol301464_0282		Argininosuccinate synthase (EC 6.3.4.5)	6.3.4.5	Argininosuccinate synthase	00330	Arginine and proline metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.286		VBIEscCol301464_0286		Phosphoglucosamine mutase (EC 5.4.2.10)	5.4.2.10	Phosphoglucosamine mutase	00520	Amino sugar and nucleotide sugar metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.287		VBIEscCol301464_0287		Dihydropteroate synthase (EC 2.5.1.15)	2.5.1.15	Dihydropteroate synthase	00790	Folate biosynthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.292		VBIEscCol301464_0292		D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase	00550	Peptidoglycan biosynthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.297		VBIEscCol301464_0297		Octaprenyl diphosphate synthase (EC 2.5.1.90)	2.5.1.90	All-trans-octaprenyl-diphosphate synthase	00900	Terpenoid backbone biosynthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.299		VBIEscCol301464_0299		UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	00520	Amino sugar and nucleotide sugar metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.299		VBIEscCol301464_0299		UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	00550	Peptidoglycan biosynthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.308		VBIEscCol301464_0308		3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)	3.1.3.45	3-deoxy-manno-octulosonate-8-phosphatase	00540	Lipopolysaccharide biosynthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.322		VBIEscCol301464_0322		Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	1.4.1.13	Glutamate synthase (NADPH)	00250	Alanine, aspartate and glutamate metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.322		VBIEscCol301464_0322		Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	1.4.1.13	Glutamate synthase (NADPH)	00910	Nitrogen metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.323		VBIEscCol301464_0323		Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	1.4.1.13	Glutamate synthase (NADPH)	00250	Alanine, aspartate and glutamate metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.323		VBIEscCol301464_0323		Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	1.4.1.13	Glutamate synthase (NADPH)	00910	Nitrogen metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.325		VBIEscCol301464_0325		N-acetylmannosamine kinase (EC 2.7.1.60)	2.7.1.60	N-acylmannosamine kinase	00520	Amino sugar and nucleotide sugar metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.326		VBIEscCol301464_0326		N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)	5.1.3.9	N-acylglucosamine-6-phosphate 2-epimerase	00520	Amino sugar and nucleotide sugar metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.328		VBIEscCol301464_0328		N-acetylneuraminate lyase (EC 4.1.3.3)	4.1.3.3	N-acetylneuraminate lyase	00520	Amino sugar and nucleotide sugar metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.335		VBIEscCol301464_0335		Putative cytochrome d ubiquinol oxidase subunit III (EC 1.10.3.-) (Cytochrome bd-I oxidase subunit III)	1.10.3.-	With oxygen as acceptor.	00965	Betalain biosynthesis
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.338		VBIEscCol301464_0338		Malate dehydrogenase (EC 1.1.1.37)	1.1.1.37	Malate dehydrogenase	00020	Citrate cycle (TCA cycle)
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.338		VBIEscCol301464_0338		Malate dehydrogenase (EC 1.1.1.37)	1.1.1.37	Malate dehydrogenase	00620	Pyruvate metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.338		VBIEscCol301464_0338		Malate dehydrogenase (EC 1.1.1.37)	1.1.1.37	Malate dehydrogenase	00630	Glyoxylate and dicarboxylate metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.338		VBIEscCol301464_0338		Malate dehydrogenase (EC 1.1.1.37)	1.1.1.37	Malate dehydrogenase	00680	Methane metabolism
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.338		VBIEscCol301464_0338		Malate dehydrogenase (EC 1.1.1.37)	1.1.1.37	Malate dehydrogenase	00710	Carbon fixation in photosynthetic organisms
562.2282	Escherichia coli GSK2022	fig|562.2282.peg.338		VBIEscCol301464_0338		Malate dehydrogenase (EC 1.1.1.37)	1.1.1.37	Malate dehydrogenase	00720	Reductive carboxylate cycle (CO2 fixation)
