genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	role_name	superclass	class	subclass	subsystem_name
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.85	C2566_00450		dTDP-fucosamine acetyltransferase (EC 2.3.1.210)	dTDP-fucosamine acetyltransferase (EC 2.3.1.210)	Cell Envelope	Cell Envelope, Capsule and Slime layer	Gram-Negative (Diderm) cell wall components	Enterobacterial common antigen (LPS O-antigen)
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.86	C2566_00455		dTDP-4-amino-4,6-dideoxygalactose transaminase (EC 2.6.1.59)	dTDP-4-amino-4,6-dideoxygalactose transaminase (EC 2.6.1.59)	Cell Envelope	Cell Envelope, Capsule and Slime layer	Gram-Negative (Diderm) cell wall components	Enterobacterial common antigen (LPS O-antigen)
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.87	C2566_00460		Lipid III flippase	Lipid III flippase	Cell Envelope	Cell Envelope, Capsule and Slime layer	Gram-Negative (Diderm) cell wall components	Enterobacterial common antigen (LPS O-antigen)
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.88	C2566_00465		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase (EC 2.4.1.325)	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase (EC 2.4.1.325)	Cell Envelope	Cell Envelope, Capsule and Slime layer	Gram-Negative (Diderm) cell wall components	Enterobacterial common antigen (LPS O-antigen)
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.89	C2566_00470		Putative ECA polymerase WzyE	Putative ECA polymerase WzyE	Cell Envelope	Cell Envelope, Capsule and Slime layer	Gram-Negative (Diderm) cell wall components	Enterobacterial common antigen (LPS O-antigen)
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.90	C2566_00475		Lipopolysaccharide N-acetylmannosaminouronosyltransferase (EC 2.4.1.180)	Lipopolysaccharide N-acetylmannosaminouronosyltransferase (EC 2.4.1.180)	Cell Envelope	Cell Envelope, Capsule and Slime layer	Gram-Negative (Diderm) cell wall components	Enterobacterial common antigen (LPS O-antigen)
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.93	C2566_00510		Arylsulfatase (EC 3.1.6.1)	Arylsulfatase (EC 3.1.6.1)	Cell Envelope	Cell Envelope, Capsule and Slime layer	Gram-Negative (Diderm) cell wall components	Gram-negative cluster
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.96	C2566_00525	hemD	Uroporphyrinogen-III synthase (EC 4.2.1.75)	Uroporphyrinogen-III synthase (EC 4.2.1.75)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.96	C2566_00525	hemD	Uroporphyrinogen-III synthase (EC 4.2.1.75)	Uroporphyrinogen-III synthase (EC 4.2.1.75)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Metal chelatases
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.97	C2566_00530	hemC	Porphobilinogen deaminase (EC 2.5.1.61)	Porphobilinogen deaminase (EC 2.5.1.61)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.97	C2566_00530	hemC	Porphobilinogen deaminase (EC 2.5.1.61)	Porphobilinogen deaminase (EC 2.5.1.61)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Metal chelatases
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.98	C2566_00535	cyaA	Adenylate cyclase (EC 4.6.1.1)	Adenylate cyclase (EC 4.6.1.1)	Cell Envelope	Cell Envelope, Capsule and Slime layer	Gram-Negative (Diderm) cell wall components	Gram-negative cluster
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.101	C2566_00545		Diaminopimelate decarboxylase and/or diaminopimelate epimerase leader peptide	Diaminopimelate decarboxylase and/or diaminopimelate epimerase leader peptide	Metabolism	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine leader peptide
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.102	C2566_00550	dapF	Diaminopimelate epimerase (EC 5.1.1.7)	Diaminopimelate epimerase (EC 5.1.1.7)	Metabolism	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	"Diaminopimelate Synthesis "
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.102	C2566_00550	dapF	Diaminopimelate epimerase (EC 5.1.1.7)	Diaminopimelate epimerase (EC 5.1.1.7)	Metabolism	Amino Acids and Derivatives		Amino acid racemase
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.102	C2566_00550	dapF	Diaminopimelate epimerase (EC 5.1.1.7)	Diaminopimelate epimerase (EC 5.1.1.7)	Metabolism	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine DAP biosynthetic pathway
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.102	C2566_00550	dapF	Diaminopimelate epimerase (EC 5.1.1.7)	Diaminopimelate epimerase (EC 5.1.1.7)	Metabolism	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine leader peptide
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.106	C2566_00570	uvrD	ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12)	ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12)	DNA Processing	DNA Processing	DNA repair	DNA repair, bacterial UvrD and related helicases
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.110	C2566_00590		Magnesium and cobalt transport protein CorA	Magnesium and cobalt transport protein CorA	Membrane Transport	Membrane Transport	Cation transporters	Magnesium transport
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.113	C2566_00605		Magnesium and cobalt transport protein CorA	Magnesium and cobalt transport protein CorA	Membrane Transport	Membrane Transport	Cation transporters	Magnesium transport
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.119	C2566_00635		ATP-dependent DNA helicase RecQ	ATP-dependent DNA helicase RecQ	DNA Processing	DNA Processing	DNA repair	DNA repair, bacterial RecFOR pathway
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.125	C2566_00670		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	Metabolism	Carbohydrates	C-1 compound metabolism	S-Adenosyl-L-homocysteine recycling
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.129	C2566_00690		Carbamate kinase (EC 2.7.2.2)	Carbamate kinase (EC 2.7.2.2)	Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Polyamine Metabolism
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.137	C2566_00730		Tripartite tricarboxylate transporter TctA family	Tripartite tricarboxylate transporter TctA family	Membrane Transport	Membrane Transport		Tricarboxylate transport system
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.138	C2566_00735		Tripartite tricarboxylate transporter TctB family	Tripartite tricarboxylate transporter TctB family	Membrane Transport	Membrane Transport		Tricarboxylate transport system
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.139	C2566_00740		Tripartite tricarboxylate transporter TctC family	Tripartite tricarboxylate transporter TctC family	Membrane Transport	Membrane Transport		Tricarboxylate transport system
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.143	C2566_00760		DNA recombination protein RmuC	DNA recombination protein RmuC	DNA Processing	DNA Processing	DNA repair	DNA repair, bacterial
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.144	C2566_00765	ubiE	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase (EC 2.1.1.201) @ Demethylmenaquinone methyltransferase (EC 2.1.1.163)	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase (EC 2.1.1.201)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Quinone cofactors	Ubiquinone biosynthesis
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.144	C2566_00765	ubiE	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase (EC 2.1.1.201) @ Demethylmenaquinone methyltransferase (EC 2.1.1.163)	Demethylmenaquinone methyltransferase (EC 2.1.1.163)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Quinone cofactors	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.145	C2566_00770		Ubiquinone biosynthesis protein UbiJ	Ubiquinone biosynthesis protein UbiJ	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Quinone cofactors	Ubiquinone biosynthesis
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.146	C2566_00775	ubiB	Ubiquinone biosynthesis regulatory protein kinase UbiB	Ubiquinone biosynthesis regulatory protein kinase UbiB	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Quinone cofactors	Ubiquinone biosynthesis
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.147	C2566_00780	tatA	Twin-arginine translocation protein TatA	Twin-arginine translocation protein TatA	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein targeting, sorting, translocation	Twin-arginine translocation system
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.148	C2566_00785		Twin-arginine translocation protein TatB	Twin-arginine translocation protein TatB	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein targeting, sorting, translocation	Twin-arginine translocation system
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.149	C2566_00790		Twin-arginine translocation protein TatC	Twin-arginine translocation protein TatC	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein targeting, sorting, translocation	Twin-arginine translocation system
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.152	C2566_00805		3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98)	3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Quinone cofactors	Ubiquinone biosynthesis
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.154	C2566_00815	fadA	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin biosynthesis
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.154	C2566_00815	fadA	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis & utilization
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.158	C2566_00835		Trk potassium uptake system protein TrkH	Trk potassium uptake system protein TrkH	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response: Osmotic stress	Hyperosmotic potassium uptake
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.158	C2566_00835		Trk potassium uptake system protein TrkH	Trk potassium uptake system protein TrkH	Membrane Transport	Membrane Transport	Cation transporters	Trk and Ktr potassium uptake systems
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.159	C2566_00840	hemG	Protoporphyrinogen IX oxidase, oxygen-independent, HemG (EC 1.3.-.-)	Protoporphyrinogen IX oxidase, oxygen-independent, HemG (EC 1.3.-.-)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.159	C2566_00840	hemG	Protoporphyrinogen IX oxidase, oxygen-independent, HemG (EC 1.3.-.-)	Protoporphyrinogen IX oxidase, oxygen-independent, HemG (EC 1.3.-.-)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Metal chelatases
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.161	C2566_00870		Molybdopterin-guanine dinucleotide biosynthesis protein MobB	Molybdopterin-guanine dinucleotide biosynthesis protein MobB	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Molybdenum cofactor biosynthesis
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.162	C2566_00875	mobA	Molybdenum cofactor guanylyltransferase (EC 2.7.7.77)	Molybdenum cofactor guanylyltransferase (EC 2.7.7.77)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Molybdenum cofactor biosynthesis
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.165	C2566_00890		Periplasmic thiol:disulfide interchange protein DsbA	Periplasmic thiol:disulfide interchange protein DsbA	Energy	Respiration	Biogenesis of respiratory chain components	Biogenesis of c-type cytochromes
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.165	C2566_00890		Periplasmic thiol:disulfide interchange protein DsbA	Periplasmic thiol:disulfide interchange protein DsbA	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein folding	Periplasmic disulfide interchange
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.169	C2566_00910		DNA polymerase I (EC 2.7.7.7)	DNA polymerase I (EC 2.7.7.7)	DNA Processing	DNA Processing	DNA repair	DNA Repair Base Excision
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.172	C2566_00915		GTP-binding protein EngB	GTP-binding protein EngB	Protein Processing	Protein Synthesis		Universal GTPases
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.175	C2566_00925		Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)	Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.180	C2566_00945	glnA	Glutamine synthetase type I (EC 6.3.1.2)	Glutamine synthetase type I (EC 6.3.1.2)	Metabolism	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine synthetases
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.182	C2566_00955		GTP-binding protein TypA/BipA	GTP-binding protein TypA/BipA	Protein Processing	Protein Synthesis		Universal GTPases
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.186	C2566_00975	ompL	Sulpholipid porin	Sulpholipid porin	Metabolism	Sulfur Metabolism		Sulphoglycolysis
37762.5	Escherichia coli B strain C2566	fig|37762.5.peg.187	C2566_00980		Sulphoquinovose/Na+ symporter	Sulphoquinovose/Na+ symporter	Metabolism	Sulfur Metabolism		Sulphoglycolysis
