genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.35		VBIEscCol313225_0035		35606	38719	+	3114		Multidrug efflux system MdtEF-TolC, inner-membrane proton/drug antiporter MdtF (RND type)	FIG00034851	PLF_561_00002650	PGF_00023216			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.36		VBIEscCol313225_0036		39082	39810	-	729		Transcriptional regulator GadW, AraC family	FIG01307746	PLF_561_00002938	PGF_00058564			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.37		VBIEscCol313225_0037		40179	41003	-	825		Transcriptional regulator GadX, AraC family	FIG01314222	PLF_561_00002849	PGF_00058565			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.38		VBIEscCol313225_0038		41371	42771	-	1401		Glutamate decarboxylase (EC 4.1.1.15)	FIG01376814	PLF_561_00000032	PGF_00008094		4.1.1.15|Glutamate decarboxylase	00250|Alanine, aspartate and glutamate metabolism;00410|beta-Alanine metabolism;00430|Taurine and hypotaurine metabolism;00650|Butanoate metabolism
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.39		VBIEscCol313225_0039		42982	44379	-	1398		Cytochrome c551 peroxidase (EC 1.11.1.5)	FIG00007881	PLF_561_00003011	PGF_00420549		1.11.1.5|Cytochrome-c peroxidase	
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.40		VBIEscCol313225_0040		44784	46433	+	1650		Trehalase (EC 3.2.1.28) @ Cytoplasmic trehalase (EC 3.2.1.28)		PLF_561_00001675	PGF_01756427	GO:0004555|alpha,alpha-trehalase activity	3.2.1.28|Alpha,alpha-trehalase	00500|Starch and sucrose metabolism
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.41		VBIEscCol313225_0041		46484	47086	-	603		Uncharacterized transcriptional regulator YhjB, LuxR family	FIG01046008	PLF_561_00065653	PGF_01574872			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.42		VBIEscCol313225_0042		47266	47379	-	114		hypothetical protein		PLF_561_00007613	PGF_01650629			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.43		VBIEscCol313225_0043		47534	48505	+	972		Transcriptional regulator YhjC, LysR family	FIG00006279	PLF_561_00002576	PGF_00017861			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.44		VBIEscCol313225_0044		48554	49567	+	1014		Inner membrane protein YhjD	FIG00004371	PLF_561_00000631	PGF_05626125			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.45		VBIEscCol313225_0045		49960	51282	+	1323		Uncharacterized MFS-type transporter YhjE	FIG00004275	PLF_561_00000749	PGF_00474012			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.46		VBIEscCol313225_0046		51461	53521	-	2061		Uncharacterized protein YhjG	FIG00004689	PLF_561_00000606	PGF_06682365			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.47		VBIEscCol313225_0047		53591	54205	-	615		c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeH	FIG00004309	PLF_561_00000682	PGF_00006910	GO:0071111|cyclic-guanylate-specific phosphodiesterase activity	3.1.4.52|Cyclic-guanylate-specific phosphodiesterase	
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.48		VBIEscCol313225_0048		54590	55519	+	930		2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	FIG00133209	PLF_561_00002054	PGF_05097244	GO:0008673|2-dehydro-3-deoxygluconokinase activity	2.7.1.45|2-dehydro-3-deoxygluconokinase	00030|Pentose phosphate pathway;00040|Pentose and glucuronate interconversions
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.49		VBIEscCol313225_0049		55615	57111	-	1497		Protein YhjJ, putative peptidase	FIG00004001	PLF_561_00000615	PGF_00037991			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.50		VBIEscCol313225_0050		57331	58479	-	1149		Na+/H+-dicarboxylate symporter	FIG00029322	PLF_561_00001332	PGF_06852796			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.51		VBIEscCol313225_0051		58543	58719	+	177		hypothetical protein	FIG00638284	PLF_561_00003310	PGF_12728372			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.52		VBIEscCol313225_0052		58800	60755	-	1956		c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeK	FIG00731780	PLF_561_00001463	PGF_00038758	GO:0071111|cyclic-guanylate-specific phosphodiesterase activity	3.1.4.52|Cyclic-guanylate-specific phosphodiesterase	
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.53		VBIEscCol313225_0053		60870	64343	-	3474		Cellulose synthase operon protein C	FIG00553290	PLF_561_00000134	PGF_05341679			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.54		VBIEscCol313225_0054		64325	65401	-	1077		beta-1,4-glucanase (cellulase) (EC 3.2.1.4)	FIG00904482	PLF_561_00002698	PGF_00424307	GO:0008810|cellulase activity	3.2.1.4|Cellulase	00500|Starch and sucrose metabolism
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.55		VBIEscCol313225_0055		65438	67777	-	2340		Cyclic di-GMP-binding protein BcsB	FIG00905655	PLF_561_00000343	PGF_07057198			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.56		VBIEscCol313225_0056		67788	70406	-	2619		Cellulose synthase catalytic subunit [UDP-forming] (EC 2.4.1.12)	FIG00905140	PLF_561_00000146	PGF_00417366		2.4.1.12|Cellulose synthase (UDP-forming)	00500|Starch and sucrose metabolism
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.57		VBIEscCol313225_0057		70403	71155	-	753		Cellulose biosynthesis protein BcsQ	FIG00905263	PLF_561_00000103	PGF_02806429			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.58		VBIEscCol313225_0058		71167	71355	-	189		Putative cytoplasmic protein YhjR	FIG01309112	PLF_561_00003397	PGF_03934077			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.59		VBIEscCol313225_0059		71640	73199	+	1560		Cellulose biosynthesis protein BcsE	FIG00453879	PLF_561_00000386	PGF_00426539			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.60		VBIEscCol313225_0060		73196	73387	+	192		Cellulose biosynthesis protein BcsF	FIG01317501	PLF_561_00003336	PGF_01542386			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.61		VBIEscCol313225_0061		73384	75063	+	1680		Cellulose biosynthesis protein BcsG	FIG00904572	PLF_561_00000233	PGF_00425775			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.62		VBIEscCol313225_0062		75149	75316	-	168		Small inner membrane protein, YmgF family	FIG00638231	PLF_561_00000046	PGF_00053075			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.63		VBIEscCol313225_0063		75632	75799	-	168		Small inner membrane protein, YmgF family	FIG00638231	PLF_561_00000046	PGF_00053075			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.64		VBIEscCol313225_0064		75814	75984	+	171		hypothetical protein	FIG01306568	PLF_561_00006114	PGF_00336282			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.65		VBIEscCol313225_0065		76215	77486	+	1272		HAAAP family transport protein YhjV	FIG00033877	PLF_561_00001033	PGF_12694413			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.66		VBIEscCol313225_0066		77516	78520	-	1005		Dipeptide ABC transporter, ATP-binding protein DppF (TC 3.A.1.5.2)	FIG00045393	PLF_561_00003069	PGF_00653980			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.67		VBIEscCol313225_0067		78517	79500	-	984		Dipeptide ABC transporter, ATP-binding protein DppD (TC 3.A.1.5.2)	FIG00014907	PLF_561_00001717	PGF_00692866			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.68		VBIEscCol313225_0068		79511	80413	-	903		Dipeptide ABC transporter, permease protein DppC (TC 3.A.1.5.2)	FIG00006691	PLF_561_00001718	PGF_05847461			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.69		VBIEscCol313225_0069		80423	81358	-	936		Dipeptide ABC transporter, permease protein DppB (TC 3.A.1.5.2)	FIG01954097	PLF_561_00001616	PGF_00822481			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.70		VBIEscCol313225_0070		81460	81687	+	228		hypothetical protein	FIG00639531	PLF_561_00003541	PGF_08225224			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.71		VBIEscCol313225_0071		81749	83299	-	1551		Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2) @ Dipeptide chemoreceptor	FIG00006128	PLF_561_00001180	PGF_00423567			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.72		VBIEscCol313225_0072		83708	83863	-	156		hypothetical protein	FIG00638869	PLF_561_00003442	PGF_08225224			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	tRNA	fig|562.2286.rna.1		VBIEscCol313225_r001		84103	84176	-	74		tRNA-Pro-CGG						
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.73		VBIEscCol313225_0073		84265	85956	-	1692		Kdo2-lipid A phosphoethanolamine transferase EptB (EC 2.7.8.42)	FIG00007854	PLF_561_00000411	PGF_00033473			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.74		VBIEscCol313225_0074		86280	87488	-	1209		Putative resistance protein	FIG01323956	PLF_561_00002131	PGF_00043767			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.75		VBIEscCol313225_0075		87717	88415	-	699		Uncharacterized protein YhjY	FIG00553258	PLF_561_00000578	PGF_01574344			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.76		VBIEscCol313225_0076		88573	89136	+	564		DNA-3-methyladenine glycosylase (EC 3.2.2.20)	FIG00000673	PLF_561_00002176	PGF_05357708	GO:0008725|DNA-3-methyladenine glycosylase I activity	3.2.2.20|DNA-3-methyladenine glycosylase I	
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.77		VBIEscCol313225_0077		89133	89573	+	441		Uncharacterized N-acetyltransferase YiaC	FIG00905362	PLF_561_00003107	PGF_01074065			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.78		VBIEscCol313225_0078		89542	91821	-	2280		Biotin sulfoxide reductase (EC 1.-.-.-) / Free methionine-(S)-sulfoxide reductase		PLF_561_00000509	PGF_00404364	GO:0008748|N-ethylmaleimide reductase activity;GO:0008748|reduced coenzyme F420 dehydrogenase activity;GO:0008748|sulfur oxygenase reductase activity;GO:0008748|malolactic enzyme activity;GO:0008748|NADPH:sulfur oxidoreductase activity;GO:0008748|epoxyqueuosine reductase activity	1.-.-.-|Oxidoreductases	00231|Puromycin biosynthesis;00592|alpha-Linolenic acid metabolism;00633|Trinitrotoluene degradation;00780|Biotin metabolism;00860|Porphyrin and chlorophyll metabolism;00950|Isoquinoline alkaloid biosynthesis;00981|Insect hormone biosynthesis;01057|Biosynthesis of type II polyketide products
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.79		VBIEscCol313225_0079		92028	92687	+	660		Outer membrane porin, OmpA family	FIG00003465	PLF_561_00002728	PGF_08006777			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.80		VBIEscCol313225_0080		92791	93765	+	975		2-ketoaldonate reductase, broad specificity (EC 1.1.1.215)	FIG00133774	PLF_561_00000692	PGF_00400351	GO:0008873|gluconate 2-dehydrogenase activity	1.1.1.215|Gluconate 2-dehydrogenase	00030|Pentose phosphate pathway
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.81		VBIEscCol313225_0081		93815	94525	-	711		Uncharacterized protein YiaF	FIG00904604	PLF_561_00001583	PGF_03352625			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.82		VBIEscCol313225_0082		94642	94794	-	153		hypothetical protein	FIG00641040	PLF_561_00006131	PGF_08092104			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.83		VBIEscCol313225_0083		94959	95249	+	291		Antitoxin to RelE-like translational repressor toxin	FIG00638450	PLF_561_00002063	PGF_00061434			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.84		VBIEscCol313225_0084		95530	95742	+	213		Cold shock protein of CSP family => CspA (naming convention as in E.coli)	FIG00004100	PLF_561_00002908	PGF_03107473			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.85		VBIEscCol313225_0085		95930	96082	-	153		Toxic component of a type I toxin-antitoxin system, HokA	FIG01315021	PLF_561_00003247	PGF_00408537			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.86		VBIEscCol313225_0086		96405	98474	-	2070		Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	FIG00000448	PLF_561_00000852	PGF_00009969	GO:0004820|glycine-tRNA ligase activity	6.1.1.14|Glycine--tRNA ligase	00970|Aminoacyl-tRNA biosynthesis
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.87		VBIEscCol313225_0087		98484	99395	-	912		Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	FIG00000458	PLF_561_00002098	PGF_00009967	GO:0004820|glycine-tRNA ligase activity	6.1.1.14|Glycine--tRNA ligase	00970|Aminoacyl-tRNA biosynthesis
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.88		VBIEscCol313225_0088		99490	99789	-	300		Uncharacterized lipoprotein YsaB precursor	FIG01046739	PLF_561_00002855	PGF_00064784			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.89		VBIEscCol313225_0089		100015	100959	+	945		Inner membrane protein YiaH	FIG01222345	PLF_561_00000723	PGF_00014160			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.90		VBIEscCol313225_0090		101000	101437	-	438		Inner membrane protein YiaA	FIG00732893	PLF_561_00001194	PGF_00014157			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.91		VBIEscCol313225_0091		101483	101824	-	342		Inner membrane protein YiaB	FIG00510246	PLF_561_00002307	PGF_00014158			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.92		VBIEscCol313225_0092		101993	103447	-	1455		Xylulose kinase (EC 2.7.1.17)	FIG00000793	PLF_561_00000422	PGF_07639199	GO:0004856|xylulokinase activity	2.7.1.17|Xylulokinase	00040|Pentose and glucuronate interconversions
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.93		VBIEscCol313225_0093		103519	104841	-	1323		Xylose isomerase (EC 5.3.1.5)	FIG00019456	PLF_561_00001046	PGF_00067063	GO:0009045|xylose isomerase activity	5.3.1.5|Xylose isomerase	00040|Pentose and glucuronate interconversions;00051|Fructose and mannose metabolism
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.94		VBIEscCol313225_0094		105207	106199	+	993		D-xylose ABC transporter, substrate-binding protein XylF	FIG00018530	PLF_561_00000946	PGF_01138219			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.95		VBIEscCol313225_0095		106277	107818	+	1542		D-xylose ABC transporter, ATP-binding protein XylG	FIG00209992	PLF_561_00000432	PGF_10029881			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.96		VBIEscCol313225_0096		107796	108977	+	1182		D-xylose ABC transporter, permease protein XylH	FIG00012945	PLF_561_00002368	PGF_06255546			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.97		VBIEscCol313225_0097		109055	110233	+	1179		Xylose activator XylR (AraC family)	FIG00002214	PLF_561_00001236	PGF_00067060			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.98		VBIEscCol313225_0098		110341	110913	-	573		BAX protein	FIG00731624	PLF_561_00000994	PGF_00070142			
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.99		VBIEscCol313225_0099		111485	112933	+	1449		Periplasmic alpha-amylase (EC 3.2.1.1)	FIG00002491	PLF_561_00000367	PGF_03006136	GO:0004556|alpha-amylase activity	3.2.1.1|Alpha-amylase	00500|Starch and sucrose metabolism
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.100		VBIEscCol313225_0100		112982	113515	+	534		Periplasmic alpha-amylase (EC 3.2.1.1)	FIG00002491	PLF_561_00000367	PGF_03006136	GO:0004556|alpha-amylase activity	3.2.1.1|Alpha-amylase	00500|Starch and sucrose metabolism
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.101		VBIEscCol313225_0101		113693	114946	+	1254		Valine--pyruvate aminotransferase (EC 2.6.1.66)	FIG00132736	PLF_561_00001235	PGF_00066449	GO:0009042|valine-pyruvate transaminase activity	2.6.1.66|Valine--pyruvate transaminase	00290|Valine, leucine and isoleucine biosynthesis
562.2286	Escherichia coli GSK202U	AXOB01000001	PATRIC	CDS	fig|562.2286.peg.102		VBIEscCol313225_0102		115098	115571	-	474		Putative electron transport protein YsaA	FIG01954230	PLF_561_00002994	PGF_00040706			
